sale_id,appointment_id,patient_id,branch_id,sale_date,product_id,product_name,category,quantity,unit_price_gbp,discount_pct,total_gbp,payment_method
SL00809,AP01054,PT0119,BR05,2024-02-15,PR07,Kids Frames,Frames,1,40.0,0,40.0,Card
SL00810,AP01055,PT0383,BR01,2024-02-15,PR05,Designer Frames,Frames,1,180.0,0,180.0,Card
SL00811,AP01059,PT0499,BR04,2024-02-15,PR12,Sunglasses,Sunglasses,2,95.0,15,161.5,Card
SL00812,AP01060,PT0475,BR02,2024-02-15,PR07,Kids Frames,Frames,1,40.0,0,40.0,Card
SL00813,AP01064,PT0070,BR03,2024-02-15,PR01,Single Vision Lenses,Lenses,2,45.0,5,85.5,Finance
SL00814,AP01066,PT0277,BR01,2024-02-15,PR06,Standard Frames,Frames,2,60.0,5,114.0,Cash
SL00815,AP01066,PT0277,BR01,2024-02-15,PR10,Eye Drops,Accessories,2,12.0,0,24.0,Card
SL00816,AP01067,PT0381,BR01,2024-02-15,PR09,Contact Lenses Daily,Contacts,2,35.0,0,70.0,Finance
SL00817,AP01067,PT0381,BR01,2024-02-15,PR12,Sunglasses,Sunglasses,2,95.0,0,190.0,Card
SL00818,AP01067,PT0381,BR01,2024-02-15,PR10,Eye Drops,Accessories,2,12.0,15,20.4,Card
SL00819,AP01068,PT0472,BR03,2024-02-15,PR12,Sunglasses,Sunglasses,1,95.0,10,85.5,Finance
SL00820,AP01068,PT0472,BR03,2024-02-15,PR05,Designer Frames,Frames,2,180.0,10,324.0,Card
SL00821,AP01069,PT0530,BR05,2024-02-15,PR09,Contact Lenses Daily,Contacts,2,35.0,5,66.5,Cash
SL00822,AP01069,PT0530,BR05,2024-02-15,PR07,Kids Frames,Frames,2,40.0,10,72.0,Cash
SL00823,AP01071,PT0519,BR01,2024-02-15,PR02,Varifocal Lenses,Lenses,1,120.0,15,102.0,Cash
SL00824,AP01072,PT0339,BR04,2024-02-15,PR02,Varifocal Lenses,Lenses,2,120.0,15,204.0,Finance
SL00825,AP01073,PT0146,BR02,2024-02-15,PR12,Sunglasses,Sunglasses,1,95.0,0,95.0,Finance
SL00826,AP01075,PT0200,BR04,2024-02-15,PR09,Contact Lenses Daily,Contacts,2,35.0,0,70.0,Finance
SL00827,AP01075,PT0200,BR04,2024-02-15,PR11,Lens Cleaning Kit,Accessories,2,8.0,0,16.0,Card
SL00828,AP01077,PT0001,BR01,2024-02-15,PR12,Sunglasses,Sunglasses,2,95.0,0,190.0,Card
SL00829,AP01078,PT0225,BR04,2024-02-16,PR07,Kids Frames,Frames,1,40.0,0,40.0,Card
SL00830,AP01086,PT0606,BR03,2024-02-16,PR08,Contact Lenses Monthly,Contacts,1,25.0,0,25.0,Finance
SL00831,AP01089,PT0372,BR04,2024-02-16,PR09,Contact Lenses Daily,Contacts,1,35.0,15,29.75,Finance
SL00832,AP01090,PT0307,BR01,2024-02-16,PR11,Lens Cleaning Kit,Accessories,1,8.0,10,7.2,Card
SL00833,AP01090,PT0307,BR01,2024-02-16,PR06,Standard Frames,Frames,1,60.0,0,60.0,Card
SL00834,AP01091,PT0794,BR03,2024-02-16,PR04,Blue Light Lenses,Lenses,1,65.0,0,65.0,Card
SL00835,AP01091,PT0794,BR03,2024-02-16,PR04,Blue Light Lenses,Lenses,1,65.0,5,61.75,Card
SL00836,AP01091,PT0794,BR03,2024-02-16,PR12,Sunglasses,Sunglasses,1,95.0,0,95.0,Finance
SL00837,AP01093,PT0380,BR01,2024-02-16,PR11,Lens Cleaning Kit,Accessories,2,8.0,15,13.6,Cash
SL00838,AP01093,PT0380,BR01,2024-02-16,PR04,Blue Light Lenses,Lenses,2,65.0,10,117.0,Finance
SL00839,AP01094,PT0406,BR05,2024-02-16,PR11,Lens Cleaning Kit,Accessories,2,8.0,0,16.0,Finance
SL00840,AP01094,PT0406,BR05,2024-02-16,PR10,Eye Drops,Accessories,2,12.0,15,20.4,Card
SL00841,AP01095,PT0294,BR02,2024-02-16,PR08,Contact Lenses Monthly,Contacts,1,25.0,15,21.25,Card
SL00842,AP01095,PT0294,BR02,2024-02-16,PR06,Standard Frames,Frames,2,60.0,5,114.0,Card
SL00843,AP01097,PT0085,BR01,2024-02-16,PR02,Varifocal Lenses,Lenses,1,120.0,15,102.0,Card
SL00844,AP01097,PT0085,BR01,2024-02-16,PR09,Contact Lenses Daily,Contacts,2,35.0,0,70.0,Finance
SL00845,AP01103,PT0401,BR04,2024-02-17,PR11,Lens Cleaning Kit,Accessories,1,8.0,0,8.0,Finance
SL00846,AP01104,PT0539,BR01,2024-02-17,PR07,Kids Frames,Frames,1,40.0,0,40.0,Cash
SL00847,AP01105,PT0474,BR05,2024-02-17,PR10,Eye Drops,Accessories,2,12.0,15,20.4,Finance
SL00848,AP01111,PT0082,BR01,2024-02-17,PR11,Lens Cleaning Kit,Accessories,2,8.0,0,16.0,Finance
SL00849,AP01112,PT0460,BR02,2024-02-17,PR10,Eye Drops,Accessories,2,12.0,15,20.4,Card
SL00850,AP01116,PT0672,BR01,2024-02-17,PR08,Contact Lenses Monthly,Contacts,2,25.0,10,45.0,Card
SL00851,AP01116,PT0672,BR01,2024-02-17,PR01,Single Vision Lenses,Lenses,1,45.0,0,45.0,Card
SL00852,AP01116,PT0672,BR01,2024-02-17,PR05,Designer Frames,Frames,1,180.0,0,180.0,Cash
SL00853,AP01118,PT0399,BR02,2024-02-17,PR09,Contact Lenses Daily,Contacts,1,35.0,0,35.0,Card
SL00854,AP01121,PT0008,BR02,2024-02-17,PR11,Lens Cleaning Kit,Accessories,2,8.0,15,13.6,Card
SL00855,AP01121,PT0008,BR02,2024-02-17,PR01,Single Vision Lenses,Lenses,1,45.0,10,40.5,Finance
SL00856,AP01121,PT0008,BR02,2024-02-17,PR12,Sunglasses,Sunglasses,1,95.0,10,85.5,Card
SL00857,AP01122,PT0343,BR02,2024-02-17,PR09,Contact Lenses Daily,Contacts,2,35.0,10,63.0,Card
SL00858,AP01122,PT0343,BR02,2024-02-17,PR07,Kids Frames,Frames,2,40.0,5,76.0,Card
SL00859,AP01124,PT0428,BR01,2024-02-17,PR04,Blue Light Lenses,Lenses,2,65.0,0,130.0,Card
SL00860,AP01125,PT0630,BR03,2024-02-17,PR09,Contact Lenses Daily,Contacts,2,35.0,15,59.5,Cash
SL00861,AP01125,PT0630,BR03,2024-02-17,PR07,Kids Frames,Frames,1,40.0,0,40.0,Finance
SL00862,AP01127,PT0281,BR05,2024-02-17,PR08,Contact Lenses Monthly,Contacts,2,25.0,0,50.0,Card
SL00863,AP01130,PT0046,BR03,2024-02-19,PR10,Eye Drops,Accessories,1,12.0,0,12.0,Card
SL00864,AP01134,PT0235,BR05,2024-02-19,PR11,Lens Cleaning Kit,Accessories,2,8.0,15,13.6,Card
SL00865,AP01137,PT0549,BR05,2024-02-19,PR02,Varifocal Lenses,Lenses,1,120.0,0,120.0,Cash
SL00866,AP01138,PT0788,BR05,2024-02-19,PR01,Single Vision Lenses,Lenses,2,45.0,0,90.0,Card
SL00867,AP01138,PT0788,BR05,2024-02-19,PR02,Varifocal Lenses,Lenses,1,120.0,0,120.0,Card
SL00868,AP01140,PT0241,BR04,2024-02-19,PR10,Eye Drops,Accessories,1,12.0,0,12.0,Card
SL00869,AP01141,PT0672,BR02,2024-02-19,PR02,Varifocal Lenses,Lenses,1,120.0,0,120.0,Cash
SL00870,AP01141,PT0672,BR02,2024-02-19,PR09,Contact Lenses Daily,Contacts,2,35.0,0,70.0,Finance
SL00871,AP01142,PT0663,BR02,2024-02-19,PR09,Contact Lenses Daily,Contacts,1,35.0,0,35.0,Finance
SL00872,AP01147,PT0125,BR01,2024-02-19,PR11,Lens Cleaning Kit,Accessories,1,8.0,0,8.0,Cash
SL00873,AP01148,PT0184,BR01,2024-02-19,PR05,Designer Frames,Frames,1,180.0,10,162.0,Card
SL00874,AP01148,PT0184,BR01,2024-02-19,PR01,Single Vision Lenses,Lenses,1,45.0,15,38.25,Cash
SL00875,AP01149,PT0785,BR05,2024-02-19,PR12,Sunglasses,Sunglasses,1,95.0,5,90.25,Cash
SL00876,AP01150,PT0285,BR01,2024-02-19,PR05,Designer Frames,Frames,2,180.0,0,360.0,Card
SL00877,AP01150,PT0285,BR01,2024-02-19,PR03,Bifocal Lenses,Lenses,1,85.0,0,85.0,Card
SL00878,AP01151,PT0398,BR02,2024-02-19,PR10,Eye Drops,Accessories,1,12.0,0,12.0,Finance
SL00879,AP01151,PT0398,BR02,2024-02-19,PR09,Contact Lenses Daily,Contacts,1,35.0,0,35.0,Card
SL00880,AP01155,PT0107,BR05,2024-02-19,PR06,Standard Frames,Frames,1,60.0,5,57.0,Card
SL00881,AP01155,PT0107,BR05,2024-02-19,PR04,Blue Light Lenses,Lenses,2,65.0,0,130.0,Card
SL00882,AP01158,PT0571,BR04,2024-02-19,PR01,Single Vision Lenses,Lenses,2,45.0,0,90.0,Finance
SL00883,AP01159,PT0043,BR01,2024-02-19,PR06,Standard Frames,Frames,2,60.0,0,120.0,Card
SL00884,AP01160,PT0018,BR03,2024-02-19,PR11,Lens Cleaning Kit,Accessories,2,8.0,15,13.6,Card
SL00885,AP01160,PT0018,BR03,2024-02-19,PR09,Contact Lenses Daily,Contacts,2,35.0,0,70.0,Card
SL00886,AP01161,PT0475,BR01,2024-02-20,PR07,Kids Frames,Frames,2,40.0,0,80.0,Card
SL00887,AP01162,PT0575,BR01,2024-02-20,PR02,Varifocal Lenses,Lenses,1,120.0,0,120.0,Card
SL00888,AP01162,PT0575,BR01,2024-02-20,PR10,Eye Drops,Accessories,1,12.0,15,10.2,Card
SL00889,AP01164,PT0252,BR03,2024-02-20,PR05,Designer Frames,Frames,2,180.0,10,324.0,Cash
SL00890,AP01168,PT0077,BR04,2024-02-20,PR06,Standard Frames,Frames,1,60.0,15,51.0,Card
SL00891,AP01168,PT0077,BR04,2024-02-20,PR05,Designer Frames,Frames,1,180.0,10,162.0,Card
SL00892,AP01168,PT0077,BR04,2024-02-20,PR01,Single Vision Lenses,Lenses,1,45.0,5,42.75,Cash
SL00893,AP01170,PT0538,BR05,2024-02-20,PR04,Blue Light Lenses,Lenses,1,65.0,10,58.5,Card
SL00894,AP01170,PT0538,BR05,2024-02-20,PR02,Varifocal Lenses,Lenses,1,120.0,0,120.0,Card
SL00895,AP01171,PT0098,BR03,2024-02-20,PR01,Single Vision Lenses,Lenses,2,45.0,0,90.0,Card
SL00896,AP01175,PT0305,BR05,2024-02-20,PR06,Standard Frames,Frames,1,60.0,0,60.0,Finance
SL00897,AP01175,PT0305,BR05,2024-02-20,PR12,Sunglasses,Sunglasses,1,95.0,15,80.75,Card
SL00898,AP01177,PT0674,BR03,2024-02-20,PR02,Varifocal Lenses,Lenses,2,120.0,0,240.0,Card
SL00899,AP01179,PT0481,BR03,2024-02-20,PR01,Single Vision Lenses,Lenses,2,45.0,5,85.5,Card
SL00900,AP01180,PT0606,BR05,2024-02-20,PR02,Varifocal Lenses,Lenses,2,120.0,10,216.0,Finance
SL00901,AP01180,PT0606,BR05,2024-02-20,PR04,Blue Light Lenses,Lenses,2,65.0,10,117.0,Card
SL00902,AP01181,PT0173,BR02,2024-02-20,PR08,Contact Lenses Monthly,Contacts,2,25.0,0,50.0,Card
SL00903,AP01181,PT0173,BR02,2024-02-20,PR04,Blue Light Lenses,Lenses,2,65.0,0,130.0,Cash
SL00904,AP01183,PT0174,BR05,2024-02-20,PR01,Single Vision Lenses,Lenses,2,45.0,15,76.5,Card
SL00905,AP01183,PT0174,BR05,2024-02-20,PR03,Bifocal Lenses,Lenses,2,85.0,0,170.0,Finance
SL00906,AP01185,PT0505,BR05,2024-02-20,PR10,Eye Drops,Accessories,2,12.0,0,24.0,Card
SL00907,AP01186,PT0683,BR04,2024-02-20,PR11,Lens Cleaning Kit,Accessories,1,8.0,5,7.6,Card
SL00908,AP01187,PT0140,BR04,2024-02-20,PR01,Single Vision Lenses,Lenses,2,45.0,0,90.0,Card
SL00909,AP01193,PT0749,BR01,2024-02-21,PR03,Bifocal Lenses,Lenses,2,85.0,5,161.5,Finance
SL00910,AP01193,PT0749,BR01,2024-02-21,PR02,Varifocal Lenses,Lenses,1,120.0,0,120.0,Card
SL00911,AP01195,PT0713,BR01,2024-02-21,PR11,Lens Cleaning Kit,Accessories,1,8.0,0,8.0,Card
SL00912,AP01195,PT0713,BR01,2024-02-21,PR05,Designer Frames,Frames,2,180.0,10,324.0,Finance
SL00913,AP01197,PT0333,BR04,2024-02-21,PR12,Sunglasses,Sunglasses,2,95.0,15,161.5,Card
SL00914,AP01198,PT0455,BR02,2024-02-21,PR09,Contact Lenses Daily,Contacts,1,35.0,10,31.5,Finance
SL00915,AP01198,PT0455,BR02,2024-02-21,PR03,Bifocal Lenses,Lenses,1,85.0,0,85.0,Card
SL00916,AP01198,PT0455,BR02,2024-02-21,PR04,Blue Light Lenses,Lenses,2,65.0,5,123.5,Card
SL00917,AP01204,PT0485,BR05,2024-02-21,PR11,Lens Cleaning Kit,Accessories,2,8.0,0,16.0,Finance
SL00918,AP01206,PT0489,BR04,2024-02-21,PR07,Kids Frames,Frames,1,40.0,0,40.0,Card
SL00919,AP01207,PT0137,BR01,2024-02-21,PR02,Varifocal Lenses,Lenses,2,120.0,0,240.0,Card
SL00920,AP01207,PT0137,BR01,2024-02-21,PR02,Varifocal Lenses,Lenses,2,120.0,15,204.0,Card
SL00921,AP01211,PT0065,BR05,2024-02-21,PR10,Eye Drops,Accessories,2,12.0,15,20.4,Finance
SL00922,AP01211,PT0065,BR05,2024-02-21,PR09,Contact Lenses Daily,Contacts,1,35.0,15,29.75,Card
SL00923,AP01211,PT0065,BR05,2024-02-21,PR07,Kids Frames,Frames,2,40.0,10,72.0,Finance
SL00924,AP01214,PT0643,BR04,2024-02-21,PR11,Lens Cleaning Kit,Accessories,1,8.0,5,7.6,Finance
SL00925,AP01215,PT0336,BR05,2024-02-21,PR12,Sunglasses,Sunglasses,1,95.0,0,95.0,Cash
SL00926,AP01216,PT0199,BR02,2024-02-21,PR07,Kids Frames,Frames,1,40.0,0,40.0,Card
SL00927,AP01216,PT0199,BR02,2024-02-21,PR11,Lens Cleaning Kit,Accessories,1,8.0,0,8.0,Card
SL00928,AP01217,PT0258,BR03,2024-02-21,PR02,Varifocal Lenses,Lenses,1,120.0,10,108.0,Cash
SL00929,AP01218,PT0579,BR05,2024-02-21,PR07,Kids Frames,Frames,1,40.0,5,38.0,Finance
SL00930,AP01220,PT0778,BR02,2024-02-22,PR09,Contact Lenses Daily,Contacts,1,35.0,0,35.0,Finance
SL00931,AP01222,PT0237,BR04,2024-02-22,PR06,Standard Frames,Frames,1,60.0,0,60.0,Cash
SL00932,AP01224,PT0452,BR02,2024-02-22,PR12,Sunglasses,Sunglasses,2,95.0,10,171.0,Card
SL00933,AP01228,PT0257,BR05,2024-02-22,PR09,Contact Lenses Daily,Contacts,2,35.0,15,59.5,Card
SL00934,AP01229,PT0046,BR04,2024-02-22,PR05,Designer Frames,Frames,1,180.0,0,180.0,Card
SL00935,AP01229,PT0046,BR04,2024-02-22,PR12,Sunglasses,Sunglasses,2,95.0,10,171.0,Card
SL00936,AP01233,PT0570,BR02,2024-02-22,PR10,Eye Drops,Accessories,2,12.0,5,22.8,Cash
SL00937,AP01236,PT0203,BR02,2024-02-22,PR04,Blue Light Lenses,Lenses,1,65.0,0,65.0,Card
SL00938,AP01236,PT0203,BR02,2024-02-22,PR08,Contact Lenses Monthly,Contacts,2,25.0,0,50.0,Card
SL00939,AP01237,PT0232,BR05,2024-02-22,PR04,Blue Light Lenses,Lenses,2,65.0,0,130.0,Card
SL00940,AP01237,PT0232,BR05,2024-02-22,PR04,Blue Light Lenses,Lenses,2,65.0,0,130.0,Finance
SL00941,AP01237,PT0232,BR05,2024-02-22,PR04,Blue Light Lenses,Lenses,1,65.0,0,65.0,Card
SL00942,AP01239,PT0163,BR04,2024-02-22,PR03,Bifocal Lenses,Lenses,2,85.0,5,161.5,Cash
SL00943,AP01239,PT0163,BR04,2024-02-22,PR05,Designer Frames,Frames,1,180.0,0,180.0,Card
SL00944,AP01242,PT0446,BR02,2024-02-22,PR03,Bifocal Lenses,Lenses,2,85.0,10,153.0,Card
SL00945,AP01245,PT0546,BR05,2024-02-22,PR08,Contact Lenses Monthly,Contacts,2,25.0,15,42.5,Cash
SL00946,AP01246,PT0626,BR04,2024-02-22,PR07,Kids Frames,Frames,2,40.0,10,72.0,Card
SL00947,AP01246,PT0626,BR04,2024-02-22,PR05,Designer Frames,Frames,2,180.0,0,360.0,Card
SL00948,AP01247,PT0752,BR01,2024-02-22,PR05,Designer Frames,Frames,2,180.0,10,324.0,Card
SL00949,AP01249,PT0056,BR02,2024-02-22,PR08,Contact Lenses Monthly,Contacts,1,25.0,0,25.0,Card
SL00950,AP01249,PT0056,BR02,2024-02-22,PR07,Kids Frames,Frames,1,40.0,5,38.0,Card
SL00951,AP01249,PT0056,BR02,2024-02-22,PR11,Lens Cleaning Kit,Accessories,1,8.0,0,8.0,Card
SL00952,AP01250,PT0574,BR04,2024-02-22,PR01,Single Vision Lenses,Lenses,1,45.0,0,45.0,Card
SL00953,AP01250,PT0574,BR04,2024-02-22,PR04,Blue Light Lenses,Lenses,1,65.0,10,58.5,Card
SL00954,AP01253,PT0552,BR05,2024-02-23,PR03,Bifocal Lenses,Lenses,2,85.0,15,144.5,Cash
SL00955,AP01254,PT0266,BR03,2024-02-23,PR06,Standard Frames,Frames,2,60.0,5,114.0,Card
SL00956,AP01256,PT0226,BR01,2024-02-23,PR07,Kids Frames,Frames,1,40.0,15,34.0,Cash
SL00957,AP01258,PT0169,BR03,2024-02-23,PR12,Sunglasses,Sunglasses,2,95.0,5,180.5,Card
SL00958,AP01258,PT0169,BR03,2024-02-23,PR12,Sunglasses,Sunglasses,2,95.0,0,190.0,Card
SL00959,AP01260,PT0741,BR01,2024-02-23,PR11,Lens Cleaning Kit,Accessories,2,8.0,10,14.4,Card
SL00960,AP01260,PT0741,BR01,2024-02-23,PR08,Contact Lenses Monthly,Contacts,2,25.0,10,45.0,Card
SL00961,AP01261,PT0084,BR01,2024-02-23,PR11,Lens Cleaning Kit,Accessories,1,8.0,0,8.0,Card
SL00962,AP01270,PT0387,BR03,2024-02-23,PR09,Contact Lenses Daily,Contacts,1,35.0,15,29.75,Finance
SL00963,AP01272,PT0242,BR04,2024-02-23,PR04,Blue Light Lenses,Lenses,2,65.0,0,130.0,Finance
SL00964,AP01273,PT0330,BR03,2024-02-23,PR03,Bifocal Lenses,Lenses,2,85.0,0,170.0,Card
SL00965,AP01274,PT0591,BR04,2024-02-23,PR04,Blue Light Lenses,Lenses,2,65.0,0,130.0,Card
SL00966,AP01274,PT0591,BR04,2024-02-23,PR09,Contact Lenses Daily,Contacts,2,35.0,0,70.0,Finance
SL00967,AP01276,PT0617,BR05,2024-02-23,PR01,Single Vision Lenses,Lenses,2,45.0,0,90.0,Cash
SL00968,AP01279,PT0402,BR03,2024-02-24,PR09,Contact Lenses Daily,Contacts,1,35.0,10,31.5,Cash
SL00969,AP01282,PT0199,BR04,2024-02-24,PR05,Designer Frames,Frames,1,180.0,0,180.0,Card
SL00970,AP01282,PT0199,BR04,2024-02-24,PR01,Single Vision Lenses,Lenses,2,45.0,15,76.5,Cash
SL00971,AP01282,PT0199,BR04,2024-02-24,PR11,Lens Cleaning Kit,Accessories,2,8.0,5,15.2,Card
SL00972,AP01284,PT0714,BR04,2024-02-24,PR02,Varifocal Lenses,Lenses,1,120.0,15,102.0,Finance
SL00973,AP01286,PT0418,BR03,2024-02-24,PR05,Designer Frames,Frames,1,180.0,0,180.0,Cash
SL00974,AP01293,PT0197,BR01,2024-02-24,PR04,Blue Light Lenses,Lenses,1,65.0,10,58.5,Cash
SL00975,AP01299,PT0299,BR02,2024-02-24,PR08,Contact Lenses Monthly,Contacts,2,25.0,15,42.5,Card
SL00976,AP01303,PT0558,BR01,2024-02-26,PR03,Bifocal Lenses,Lenses,1,85.0,10,76.5,Cash
SL00977,AP01304,PT0094,BR02,2024-02-26,PR06,Standard Frames,Frames,2,60.0,0,120.0,Card
SL00978,AP01304,PT0094,BR02,2024-02-26,PR05,Designer Frames,Frames,2,180.0,0,360.0,Finance
SL00979,AP01306,PT0086,BR05,2024-02-26,PR08,Contact Lenses Monthly,Contacts,2,25.0,0,50.0,Cash
SL00980,AP01306,PT0086,BR05,2024-02-26,PR08,Contact Lenses Monthly,Contacts,2,25.0,0,50.0,Card
SL00981,AP01307,PT0399,BR01,2024-02-26,PR04,Blue Light Lenses,Lenses,2,65.0,0,130.0,Cash
SL00982,AP01308,PT0798,BR05,2024-02-26,PR06,Standard Frames,Frames,1,60.0,10,54.0,Card
SL00983,AP01308,PT0798,BR05,2024-02-26,PR07,Kids Frames,Frames,2,40.0,10,72.0,Card
SL00984,AP01309,PT0011,BR02,2024-02-26,PR10,Eye Drops,Accessories,2,12.0,0,24.0,Cash
SL00985,AP01309,PT0011,BR02,2024-02-26,PR11,Lens Cleaning Kit,Accessories,2,8.0,0,16.0,Cash
SL00986,AP01309,PT0011,BR02,2024-02-26,PR04,Blue Light Lenses,Lenses,2,65.0,5,123.5,Card
SL00987,AP01311,PT0131,BR05,2024-02-26,PR02,Varifocal Lenses,Lenses,1,120.0,0,120.0,Card
SL00988,AP01311,PT0131,BR05,2024-02-26,PR10,Eye Drops,Accessories,2,12.0,5,22.8,Card
SL00989,AP01314,PT0636,BR02,2024-02-26,PR03,Bifocal Lenses,Lenses,2,85.0,15,144.5,Card
SL00990,AP01317,PT0237,BR04,2024-02-26,PR04,Blue Light Lenses,Lenses,2,65.0,5,123.5,Card
SL00991,AP01318,PT0601,BR02,2024-02-26,PR01,Single Vision Lenses,Lenses,2,45.0,0,90.0,Card
SL00992,AP01319,PT0741,BR02,2024-02-26,PR07,Kids Frames,Frames,2,40.0,0,80.0,Finance
SL00993,AP01325,PT0532,BR01,2024-02-26,PR06,Standard Frames,Frames,2,60.0,0,120.0,Card
SL00994,AP01325,PT0532,BR01,2024-02-26,PR04,Blue Light Lenses,Lenses,1,65.0,15,55.25,Card
SL00995,AP01326,PT0044,BR02,2024-02-26,PR06,Standard Frames,Frames,2,60.0,15,102.0,Finance
SL00996,AP01327,PT0370,BR04,2024-02-26,PR08,Contact Lenses Monthly,Contacts,1,25.0,10,22.5,Cash
SL00997,AP01327,PT0370,BR04,2024-02-26,PR03,Bifocal Lenses,Lenses,2,85.0,0,170.0,Card
SL00998,AP01327,PT0370,BR04,2024-02-26,PR11,Lens Cleaning Kit,Accessories,1,8.0,0,8.0,Card
SL00999,AP01329,PT0103,BR02,2024-02-26,PR04,Blue Light Lenses,Lenses,1,65.0,15,55.25,Card
SL01000,AP01329,PT0103,BR02,2024-02-26,PR03,Bifocal Lenses,Lenses,1,85.0,0,85.0,Card
SL01001,AP01330,PT0365,BR01,2024-02-26,PR07,Kids Frames,Frames,2,40.0,0,80.0,Cash
SL01002,AP01335,PT0459,BR02,2024-02-27,PR06,Standard Frames,Frames,2,60.0,0,120.0,Finance
SL01003,AP01336,PT0755,BR05,2024-02-27,PR02,Varifocal Lenses,Lenses,2,120.0,0,240.0,Finance
SL01004,AP01336,PT0755,BR05,2024-02-27,PR05,Designer Frames,Frames,2,180.0,0,360.0,Card
SL01005,AP01337,PT0661,BR03,2024-02-27,PR02,Varifocal Lenses,Lenses,2,120.0,0,240.0,Card
SL01006,AP01339,PT0049,BR05,2024-02-27,PR02,Varifocal Lenses,Lenses,1,120.0,0,120.0,Card
SL01007,AP01341,PT0262,BR05,2024-02-27,PR10,Eye Drops,Accessories,2,12.0,0,24.0,Card
SL01008,AP01341,PT0262,BR05,2024-02-27,PR03,Bifocal Lenses,Lenses,1,85.0,15,72.25,Finance
SL01009,AP01342,PT0724,BR05,2024-02-27,PR01,Single Vision Lenses,Lenses,2,45.0,15,76.5,Card
SL01010,AP01342,PT0724,BR05,2024-02-27,PR04,Blue Light Lenses,Lenses,2,65.0,0,130.0,Card
SL01011,AP01345,PT0092,BR05,2024-02-27,PR05,Designer Frames,Frames,1,180.0,0,180.0,Card
SL01012,AP01346,PT0594,BR04,2024-02-27,PR06,Standard Frames,Frames,1,60.0,0,60.0,Finance
SL01013,AP01347,PT0339,BR05,2024-02-27,PR11,Lens Cleaning Kit,Accessories,2,8.0,0,16.0,Card
SL01014,AP01350,PT0302,BR02,2024-02-27,PR08,Contact Lenses Monthly,Contacts,1,25.0,10,22.5,Cash
SL01015,AP01350,PT0302,BR02,2024-02-27,PR02,Varifocal Lenses,Lenses,1,120.0,0,120.0,Card
SL01016,AP01353,PT0032,BR04,2024-02-27,PR01,Single Vision Lenses,Lenses,2,45.0,15,76.5,Cash
SL01017,AP01354,PT0742,BR02,2024-02-27,PR10,Eye Drops,Accessories,2,12.0,0,24.0,Cash
SL01018,AP01355,PT0371,BR02,2024-02-27,PR03,Bifocal Lenses,Lenses,1,85.0,0,85.0,Card
SL01019,AP01357,PT0353,BR04,2024-02-27,PR08,Contact Lenses Monthly,Contacts,2,25.0,0,50.0,Card
SL01020,AP01358,PT0712,BR05,2024-02-27,PR02,Varifocal Lenses,Lenses,1,120.0,10,108.0,Finance
SL01021,AP01359,PT0151,BR04,2024-02-27,PR09,Contact Lenses Daily,Contacts,2,35.0,0,70.0,Card
SL01022,AP01359,PT0151,BR04,2024-02-27,PR10,Eye Drops,Accessories,1,12.0,10,10.8,Card
SL01023,AP01359,PT0151,BR04,2024-02-27,PR12,Sunglasses,Sunglasses,2,95.0,10,171.0,Cash
SL01024,AP01360,PT0445,BR03,2024-02-27,PR11,Lens Cleaning Kit,Accessories,1,8.0,0,8.0,Cash
SL01025,AP01362,PT0576,BR04,2024-02-28,PR08,Contact Lenses Monthly,Contacts,2,25.0,5,47.5,Card
SL01026,AP01362,PT0576,BR04,2024-02-28,PR08,Contact Lenses Monthly,Contacts,1,25.0,15,21.25,Card
SL01027,AP01363,PT0785,BR02,2024-02-28,PR12,Sunglasses,Sunglasses,2,95.0,0,190.0,Card
SL01028,AP01363,PT0785,BR02,2024-02-28,PR02,Varifocal Lenses,Lenses,2,120.0,5,228.0,Finance
SL01029,AP01366,PT0522,BR03,2024-02-28,PR12,Sunglasses,Sunglasses,1,95.0,5,90.25,Card
SL01030,AP01367,PT0169,BR04,2024-02-28,PR03,Bifocal Lenses,Lenses,1,85.0,0,85.0,Card
SL01031,AP01370,PT0207,BR01,2024-02-28,PR07,Kids Frames,Frames,2,40.0,0,80.0,Card
SL01032,AP01371,PT0343,BR01,2024-02-28,PR05,Designer Frames,Frames,2,180.0,10,324.0,Card
SL01033,AP01371,PT0343,BR01,2024-02-28,PR05,Designer Frames,Frames,1,180.0,0,180.0,Cash
SL01034,AP01372,PT0058,BR05,2024-02-28,PR09,Contact Lenses Daily,Contacts,1,35.0,15,29.75,Card
SL01035,AP01372,PT0058,BR05,2024-02-28,PR11,Lens Cleaning Kit,Accessories,1,8.0,0,8.0,Card
SL01036,AP01373,PT0075,BR03,2024-02-28,PR02,Varifocal Lenses,Lenses,1,120.0,10,108.0,Card
SL01037,AP01373,PT0075,BR03,2024-02-28,PR03,Bifocal Lenses,Lenses,2,85.0,0,170.0,Card
SL01038,AP01374,PT0645,BR05,2024-02-28,PR09,Contact Lenses Daily,Contacts,2,35.0,0,70.0,Card
SL01039,AP01375,PT0658,BR04,2024-02-28,PR09,Contact Lenses Daily,Contacts,1,35.0,0,35.0,Finance
SL01040,AP01375,PT0658,BR04,2024-02-28,PR11,Lens Cleaning Kit,Accessories,2,8.0,0,16.0,Card
SL01041,AP01377,PT0454,BR05,2024-02-28,PR01,Single Vision Lenses,Lenses,1,45.0,0,45.0,Finance
